Network,Name,ID,Type,Confidence,Score Rationale,Resource URL,Registered Address,Geolocation Information
2001:1890:1c05:3400::/56,"FACEBOOK,INC",C08120288,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08120288,"408 SOCIAL CIRCLE, FOREST CITY, United States, 28043-8822",
2001:1890:1c22:4d00::/56,"FACEBOOK,INC",C08195731,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08195731,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1c22:a100::/56,"FACEBOOK,INC",C08218926,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08218926,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1c22:cc00::/56,"FACEBOOK,INC",C08235218,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08235218,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1c22:f500::/56,"FACEBOOK,INC",C08256837,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08256837,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1c22:f600::/56,"FACEBOOK,INC",C08256807,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08256807,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1c23:1d00::/56,"FACEBOOK,INC",C08281654,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08281654,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1c4e:6a00::/56,"FACEBOOK,INC",C07899955,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C07899955,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1c4e:6b00::/56,"FACEBOOK,INC",C07899956,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C07899956,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1c4e:9800::/56,"FACEBOOK,INC",C07894242,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C07894242,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1c4e:9900::/56,"FACEBOOK,INC",C07894410,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C07894410,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1cf8:4000::/56,"FACEBOOK,INC",C07961502,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C07961502,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1cfa:6300::/56,"FACEBOOK,INC",C08032522,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08032522,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1cfa:700::/56,"FACEBOOK,INC",C08005593,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08005593,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1cfa:7c00::/56,"FACEBOOK,INC",C08040192,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08040192,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1cfa:c00::/56,"FACEBOOK,INC",C08005565,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08005565,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1cfb:2600::/56,"FACEBOOK,INC",C08095553,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08095553,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1cfb:2700::/56,"FACEBOOK,INC",C08095540,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08095540,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
2001:1890:1cfb:700::/56,"FACEBOOK,INC",C08088323,customer,58,"Customer, no company name and extension match, alphabetic characters after company name, address match from ARIN objects (significant score increase)",http://whois.arin.net/rest/customer/C08088323,"1950 N STEMMONS FWY, DALLAS, United States, 75207-3134",
184.81.45.48/28,FACEBOOK A,C08663165,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C08663165,"7200  TECHNOLOGY BLVD, SANDSTON, United States, 23150",
184.81.62.0/30,FACEBOOK A,C08668448,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C08668448,"7200  TECHNOLOGY BLVD, SANDSTON, United States, 23150",
184.81.62.4/30,FACEBOOK A,C08668449,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C08668449,"7200  TECHNOLOGY BLVD, SANDSTON, United States, 23150",
208.185.107.172/30,Facebook Canada,C08157555,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C08157555,"243 College St, Toronto, Canada, M5T 1R5",
208.185.123.88/30,Facebook Technologies LLC,C07525562,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C07525562,"8727 148th Ave NE, Redmond, United States, 98052",
40.129.82.216/29,FACEBOOK A,C08562694,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C08562694,"11 N PEARL ST, ALBANY, United States, 12207",
40.139.15.116/30,FACEBOOK A,C08663800,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C08663800,"7200  TECHNOLOGY BLVD, SANDSTON, United States, 23150",
64.80.243.206/31,FACEBOOK A,C08568154,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C08568154,"11 N PEARL ST, ALBANY, United States, 12207",
67.218.93.192/26,Facebook-Cache-Storrs1,C08186854,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C08186854,"196 Auditorium Road, Storrs, United States, 06269",
67.218.93.80/29,Facebook-Cache-Storrs,C08186853,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C08186853,"196 Auditorium Road, Storrs, United States, 06269",
74.11.24.24/29,FACEBOOK - FOREST CITY NC,C04650950,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C04650950,"284 SOCIAL CIR, FOREST CITY, United States, 28043-8820",
98.124.160.0/29,Facebook MIA,C07063427,customer,45,"Customer, no company name and extension match",http://whois.arin.net/rest/customer/C07063427,"50 NE 9th Street, Miami, United States, 33132",
12.25.132.16/29,"FACEBOOK,INC",C10422554,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10422554,"250 WILLIAMS ST NW STE 60, ATLANTA, United States, 30303-1032",
12.25.132.24/29,"FACEBOOK,INC",C10422569,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10422569,"910 15TH ST, DENVER, United States, 80202-2912",
12.6.202.0/29,"FACEBOOK,INC",C10755115,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10755115,"910 15TH ST, DENVER, United States, 80202-2912",
12.6.202.8/29,"FACEBOOK,INC",C10757805,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10757805,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:15f2:6700::/56,"FACEBOOK,INC",C08098321,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C08098321,"50 NE 9TH STREET, MIAMI, United States, 33132",
2001:1890:17c0:4d00::/56,"FACEBOOK,INC",C07819317,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C07819317,"1 HACKER WAY BLDG 12, MENLO PARK, United States, 94025-1456",
2001:1890:1850:ee00::/56,"FACEBOOK,INC",C07792518,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C07792518,"1 HACKER WAY BLDG 12, MENLO PARK, United States, 94025-1456",
2001:1890:186c:6c00::/56,"FACEBOOK,INC",C07764342,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C07764342,"44508 Pacific Commons Blvd, FREMONT, United States, 94538-3814",
2001:1890:1990:f000::/56,"FACEBOOK,INC",C07990379,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C07990379,"1 HACKER WAY BLDG 12, MENLO PARK, United States, 94025-1456",
2001:1890:19ff:db00::/56,"FACEBOOK,INC",C08018268,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C08018268,"1 HACKER WAY BLDG 12, MENLO PARK, United States, 94025-1456",
2001:1890:1a55:e400::/56,"FACEBOOK,INC",C10203065,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10203065,"240 SHIRE PARKWAY, SOCIAL CIRCLE, United States, 30025",
2001:1890:1b72:d300::/56,"FACEBOOK,INC",C10177575,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10177575,"39800 EUREKA DR, NWRK, United States, 94560",
2001:1890:1b73:100::/56,"FACEBOOK,INC",C09387306,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C09387306,"240 SHIRE PARKWAY, SOCIAL CIRCLE, United States, 30025",
2001:1890:1b73:200::/56,"FACEBOOK,INC",C09690462,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C09690462,"240 SHIRE PARKWAY, SOCIAL CIRCLE, United States, 30025",
2001:1890:1bc9:8000::/56,"FACEBOOK,INC",C10846314,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10846314,"1 Facebook Way, Menlo Park, United States, 94025",
2001:1890:1c00:ec00::/56,"FACEBOOK,INC",C09420214,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C09420214,"11003 Corp Centre Dr, HOUSTON, United States, 77041",
2001:1890:1c00:ed00::/56,"FACEBOOK,INC",C09420217,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C09420217,"11003 Corp Centre Dr, HOUSTON, United States, 77041",
2001:1890:1c00:ee00::/56,"FACEBOOK,INC",C09420370,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C09420370,"11003 Corp Centre Dr, HOUSTON, United States, 77041",
2001:1890:1c0b:3c00::/56,"FACEBOOK,INC",C09599498,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C09599498,"11003 Corp Centre Dr, HOUSTON, United States, 77041",
2001:1890:1c0b:700::/56,"FACEBOOK,INC",C09524523,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C09524523,"11003 Corp Centre Dr, HOUSTON, United States, 77041",
2001:1890:1c0b:e500::/56,"FACEBOOK,INC",C10262755,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10262755,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1c0d:c700::/56,"FACEBOOK,INC",C10105798,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10105798,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1c0f:1200::/56,"FACEBOOK,INC",C09393972,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C09393972,"11003 Corp Centre Dr, HOUSTON, United States, 77041",
2001:1890:1c0f:a500::/56,"FACEBOOK,INC",C10236947,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10236947,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1c0f:b800::/56,"FACEBOOK,INC",C10269919,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10269919,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1c0f:b900::/56,"FACEBOOK,INC",C10269920,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10269920,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1c0f:d300::/56,"FACEBOOK,INC",C10295804,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10295804,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1c0f:f00::/56,"FACEBOOK,INC",C09393957,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C09393957,"11003 Corp Centre Dr, HOUSTON, United States, 77041",
2001:1890:1c10:3500::/56,"FACEBOOK,INC",C10757517,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10757517,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1c10:5100::/56,"FACEBOOK,INC",C10755357,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10755357,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1c14:400::/56,"FACEBOOK,INC",C10805839,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10805839,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1cfa:3900::/56,"FACEBOOK,INC",C08022803,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C08022803,"50 NE 9TH STREET, MIAMI, United States, 33132",
2001:1890:1cfa:4a00::/56,"FACEBOOK,INC",C08025684,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C08025684,"50 NE 9TH STREET, MIAMI, United States, 33132",
2001:1890:1cfa:4b00::/56,"FACEBOOK,INC",C08025610,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C08025610,"50 NE 9TH STREET, MIAMI, United States, 33132",
2001:1890:1cfa:a000::/56,"FACEBOOK,INC",C08053255,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C08053255,"50 NE 9TH STREET, MIAMI, United States, 33132",
2001:1890:1cfa:a100::/56,"FACEBOOK,INC",C08053686,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C08053686,"50 NE 9TH STREET, MIAMI, United States, 33132",
2001:1890:1d02:200::/56,"FACEBOOK,INC",C10422559,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10422559,"250 WILLIAMS ST NW STE 60, ATLANTA, United States, 30303-1032",
2001:1890:1d02:300::/56,"FACEBOOK,INC",C10422572,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10422572,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1d09:100::/56,"FACEBOOK,INC",C10757806,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10757806,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1d09::/56,"FACEBOOK,INC",C10755116,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10755116,"910 15TH ST, DENVER, United States, 80202-2912",
2001:1890:1e67:500::/56,"FACEBOOK,INC",C10893621,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10893621,"1 Facebook Way, Menlo Park, United States, 94025",
2001:1890:1fb2:6800::/56,"FACEBOOK,INC",C10906296,customer,35,"Customer, no company name and extension match, alphabetic characters after company name",http://whois.arin.net/rest/customer/C10906296,"1 Facebook Way, Menlo Park, United States, 94025",
199.201.64.0/22,FACEBOOK-CORP,NET-199-201-64-0-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-199-201-64-0-1,,
2001:56b:134::/48,FACEBOOK,NET6-2001-56B-134-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET6-2001-56B-134-1,,
2001:56b:8106::/48,FACEBOOK,NET6-2001-56B-8106-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET6-2001-56B-8106-1,,
209.170.125.88/30,FACEBOOK,NET-209-170-125-88-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-170-125-88-1,,
209.170.125.92/30,FACEBOOK,NET-209-170-125-92-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-170-125-92-1,,
209.29.229.216/29,FACEBOOK,NET-209-29-229-216-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-29-229-216-1,,
209.29.235.72/29,FACEBOOK,NET-209-29-235-72-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-29-235-72-1,,
209.29.252.128/29,FACEBOOK,NET-209-29-252-128-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-29-252-128-1,,
209.95.138.128/30,FACEBOOK,NET-209-95-138-128-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-128-1,,
209.95.138.132/30,FACEBOOK,NET-209-95-138-132-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-132-1,,
209.95.138.136/30,FACEBOOK,NET-209-95-138-136-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-136-1,,
209.95.138.140/30,FACEBOOK,NET-209-95-138-140-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-140-1,,
209.95.138.144/30,FACEBOOK,NET-209-95-138-144-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-144-1,,
209.95.138.148/30,FACEBOOK,NET-209-95-138-148-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-148-1,,
209.95.138.152/30,FACEBOOK,NET-209-95-138-152-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-152-1,,
209.95.138.156/30,FACEBOOK,NET-209-95-138-156-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-156-1,,
209.95.138.160/30,FACEBOOK,NET-209-95-138-160-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-160-1,,
209.95.138.164/30,FACEBOOK,NET-209-95-138-164-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-164-1,,
209.95.138.168/30,FACEBOOK,NET-209-95-138-168-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-168-1,,
209.95.138.172/30,FACEBOOK,NET-209-95-138-172-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-172-1,,
209.95.138.176/30,FACEBOOK,NET-209-95-138-176-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-176-1,,
209.95.138.180/30,FACEBOOK,NET-209-95-138-180-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-180-1,,
209.95.138.184/30,FACEBOOK,NET-209-95-138-184-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-184-1,,
209.95.138.188/30,FACEBOOK,NET-209-95-138-188-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-188-1,,
209.95.138.192/30,FACEBOOK,NET-209-95-138-192-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-192-1,,
209.95.138.196/30,FACEBOOK,NET-209-95-138-196-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-196-1,,
209.95.138.200/30,FACEBOOK,NET-209-95-138-200-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-200-1,,
209.95.138.204/30,FACEBOOK,NET-209-95-138-204-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-204-1,,
209.95.138.208/30,FACEBOOK,NET-209-95-138-208-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-208-1,,
209.95.138.212/30,FACEBOOK,NET-209-95-138-212-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-212-1,,
209.95.138.216/30,FACEBOOK,NET-209-95-138-216-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-216-1,,
209.95.138.220/30,FACEBOOK,NET-209-95-138-220-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-220-1,,
209.95.138.224/30,FACEBOOK,NET-209-95-138-224-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-224-1,,
209.95.138.228/30,FACEBOOK,NET-209-95-138-228-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-228-1,,
209.95.138.232/30,FACEBOOK,NET-209-95-138-232-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-232-1,,
209.95.138.236/30,FACEBOOK,NET-209-95-138-236-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-236-1,,
209.95.138.240/30,FACEBOOK,NET-209-95-138-240-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-240-1,,
209.95.138.244/30,FACEBOOK,NET-209-95-138-244-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-244-1,,
209.95.138.248/30,FACEBOOK,NET-209-95-138-248-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-248-1,,
209.95.138.252/30,FACEBOOK,NET-209-95-138-252-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-209-95-138-252-1,,
50.76.50.112/28,FACEBOOK,NET-50-76-50-112-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-50-76-50-112-1,,
12.14.38.0/26,FACEBOOK34-38-0,NET-12-14-38-0-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-12-14-38-0-1,,
12.14.38.64/26,FACEBOOK83-38-64,NET-12-14-38-64-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-12-14-38-64-1,,
12.159.100.64/26,FACEBOOK72-100-64,NET-12-159-100-64-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-12-159-100-64-1,,
12.219.159.80/28,FACEBOOK58-159-80,NET-12-219-159-80-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-12-219-159-80-1,,
12.219.196.8/29,FACEBOOK55-196-8,NET-12-219-196-8-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-12-219-196-8-1,,
12.48.164.128/26,FACEBOOK53-164-128,NET-12-48-164-128-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-12-48-164-128-1,,
12.48.164.80/29,FACEBOOK53-164-80,NET-12-48-164-80-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-12-48-164-80-1,,
72.8.202.104/29,FACEBOOK-01,NET-72-8-202-104-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-72-8-202-104-1,,
12.129.142.0/26,"FACEBOOK,INC",C07951123,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07951123,"21721 FILIGREE CT, ASHBURN, United States, 20147",
12.13.37.192/27,"FACEBOOK,INC",C08257142,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08257142,"21721 FILIGREE CT, ASHBURN, United States, 20147",
12.188.228.64/26,"FACEBOOK,INC",C07835606,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07835606,"350 E CERMAK RD, CHICAGO, United States, 60616",
12.234.120.208/29,"FACEBOOK,INC",C08219124,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08219124,"111 8TH AVE, NEW YORK, United States, 10011",
12.234.121.0/26,"FACEBOOK,INC",C08219125,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08219125,"111 8TH AVE, NEW YORK, United States, 10011",
12.234.121.192/26,"FACEBOOK,INC",C08281744,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08281744,"111 8TH AVE, NEW YORK, United States, 10011",
12.24.224.216/29,"FACEBOOK,INC",C10270532,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C10270532,"111 8TH AVE, NEW YORK, United States, 10011",
12.24.224.224/29,"FACEBOOK,INC",C10270533,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C10270533,"111 8TH AVE, NEW YORK, United States, 10011",
12.44.203.16/29,"FACEBOOK,INC",C10178090,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C10178090,"180 JEFFERSON DR, MNLO PK, United States, 94025",
12.48.166.64/26,"FACEBOOK,INC",C08088437,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08088437,"21721 FILIGREE CT, ASHBURN, United States, 20147",
12.48.167.0/27,"FACEBOOK,INC",C08256998,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08256998,"21721 FILIGREE CT, ASHBURN, United States, 20147",
207.242.154.0/26,"FACEBOOK,INC",C08235465,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08235465,"111 8TH AVE, NEW YORK, United States, 10011",
209.36.220.32/27,"FACEBOOK,INC",C08196050,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08196050,"21721 FILIGREE CT, ASHBURN, United States, 20147",
12.43.180.8/29,"FACEBOOK TECHNOLOGIES, LLC",C08495044,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08495044,"1990 OLD COVINGTON RD NE, CNYRS, United States, 30013",
12.10.18.32/29,"FACEBOOK,INC",C09394286,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09394286,"11003 CORPORATE CENTRE DR, HOUSTON, United States, 77041",
12.109.231.64/29,"FACEBOOK,INC",C10244734,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C10244734,"910 15TH ST, DENVER, United States, 80202",
12.13.8.96/29,"FACEBOOK,INC",C08705293,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08705293,"42700 BOYCE ROAD ST, FREMONT, United States, 94538",
12.138.151.200/29,"FACEBOOK,INC",C09420898,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09420898,"50 NE 9TH ST, MIA, United States, 33132",
12.138.222.8/29,"FACEBOOK,INC",C08140793,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08140793,"5400 PROSPERITY DR NW, HUNTSVILLE, United States, 35773",
12.138.93.24/29,"FACEBOOK,INC",C09420792,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09420792,"2001 6TH AVE, SEATTLE, United States, 98121",
12.14.115.128/26,"FACEBOOK,INC",C08051202,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08051202,"50 NE 9TH ST, MIA, United States, 33132",
12.14.115.80/29,"FACEBOOK,INC",C08051201,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08051201,"50 NE 9TH ST, MIA, United States, 33132",
12.146.116.192/29,"FACEBOOK,INC",C09602892,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09602892,"250 WILLIAMS ST NW, ATLANTA, United States, 30303",
